surface,role,action,ui_visible,route_allowed,api_allowed,object_scope,expected,actual,evidence,verdict
"/admin/users","Marketing Staff","open_page","false","false","static_contract_denies","route-level","deny","denied by default policy; DB runtime not executed","src/lib/admin-route-policy.ts; src/server/auth/policy-data.json; tests/server/admin-route-policy.test.ts","STATIC_PASS_RUNTIME_BLOCKED"
"/admin/users","Super Admin","open_page","true","true","static_contract_allows","route-level","allow","allowed by default policy; DB runtime not executed","src/lib/admin-route-policy.ts; src/server/auth/policy-data.json; tests/server/admin-route-policy.test.ts","STATIC_PASS_RUNTIME_BLOCKED"
"/admin/roles","Guest","open_page","false","false","static_contract_denies","route-level","deny","denied by default policy; DB runtime not executed","src/lib/admin-route-policy.ts; src/server/auth/policy-data.json; tests/server/admin-route-policy.test.ts","STATIC_PASS_RUNTIME_BLOCKED"
"/admin/roles","Client","open_page","false","false","static_contract_denies","route-level","deny","denied by default policy; DB runtime not executed","src/lib/admin-route-policy.ts; src/server/auth/policy-data.json; tests/server/admin-route-policy.test.ts","STATIC_PASS_RUNTIME_BLOCKED"
"/admin/roles","Lawyer","open_page","false","false","static_contract_denies","route-level","deny","denied by default policy; DB runtime not executed","src/lib/admin-route-policy.ts; src/server/auth/policy-data.json; tests/server/admin-route-policy.test.ts","STATIC_PASS_RUNTIME_BLOCKED"
"/admin/roles","Secretary","open_page","false","false","static_contract_denies","route-level","deny","denied by default policy; DB runtime not executed","src/lib/admin-route-policy.ts; src/server/auth/policy-data.json; tests/server/admin-route-policy.test.ts","STATIC_PASS_RUNTIME_BLOCKED"
"/admin/roles","Office Admin","open_page","false","false","static_contract_denies","route-level","deny","denied by default policy; DB runtime not executed","src/lib/admin-route-policy.ts; src/server/auth/policy-data.json; tests/server/admin-route-policy.test.ts","STATIC_PASS_RUNTIME_BLOCKED"
"/admin/roles","Marketing Staff","open_page","false","false","static_contract_denies","route-level","deny","denied by default policy; DB runtime not executed","src/lib/admin-route-policy.ts; src/server/auth/policy-data.json; tests/server/admin-route-policy.test.ts","STATIC_PASS_RUNTIME_BLOCKED"
"/admin/roles","Super Admin","open_page","true","true","static_contract_allows","route-level","allow","allowed by default policy; DB runtime not executed","src/lib/admin-route-policy.ts; src/server/auth/policy-data.json; tests/server/admin-route-policy.test.ts","STATIC_PASS_RUNTIME_BLOCKED"
"/admin/settings","Guest","open_page","false","false","static_contract_denies","route-level","deny","denied by default policy; DB runtime not executed","src/lib/admin-route-policy.ts; src/server/auth/policy-data.json; tests/server/admin-route-policy.test.ts","STATIC_PASS_RUNTIME_BLOCKED"
"/admin/settings","Client","open_page","false","false","static_contract_denies","route-level","deny","denied by default policy; DB runtime not executed","src/lib/admin-route-policy.ts; src/server/auth/policy-data.json; tests/server/admin-route-policy.test.ts","STATIC_PASS_RUNTIME_BLOCKED"
"/admin/settings","Lawyer","open_page","false","false","static_contract_denies","route-level","deny","denied by default policy; DB runtime not executed","src/lib/admin-route-policy.ts; src/server/auth/policy-data.json; tests/server/admin-route-policy.test.ts","STATIC_PASS_RUNTIME_BLOCKED"
"/admin/settings","Secretary","open_page","false","false","static_contract_denies","route-level","deny","denied by default policy; DB runtime not executed","src/lib/admin-route-policy.ts; src/server/auth/policy-data.json; tests/server/admin-route-policy.test.ts","STATIC_PASS_RUNTIME_BLOCKED"
"/admin/settings","Office Admin","open_page","false","false","static_contract_denies","route-level","deny","denied by default policy; DB runtime not executed","src/lib/admin-route-policy.ts; src/server/auth/policy-data.json; tests/server/admin-route-policy.test.ts","STATIC_PASS_RUNTIME_BLOCKED"
"/admin/settings","Marketing Staff","open_page","false","false","static_contract_denies","route-level","deny","denied by default policy; DB runtime not executed","src/lib/admin-route-policy.ts; src/server/auth/policy-data.json; tests/server/admin-route-policy.test.ts","STATIC_PASS_RUNTIME_BLOCKED"
"/admin/settings","Super Admin","open_page","true","true","static_contract_allows","route-level","allow","allowed by default policy; DB runtime not executed","src/lib/admin-route-policy.ts; src/server/auth/policy-data.json; tests/server/admin-route-policy.test.ts","STATIC_PASS_RUNTIME_BLOCKED"
"/admin/audit-log","Guest","open_page","false","false","static_contract_denies","route-level","deny","denied by default policy; DB runtime not executed","src/lib/admin-route-policy.ts; src/server/auth/policy-data.json; tests/server/admin-route-policy.test.ts","STATIC_PASS_RUNTIME_BLOCKED"
"/admin/audit-log","Client","open_page","false","false","static_contract_denies","route-level","deny","denied by default policy; DB runtime not executed","src/lib/admin-route-policy.ts; src/server/auth/policy-data.json; tests/server/admin-route-policy.test.ts","STATIC_PASS_RUNTIME_BLOCKED"
"/admin/audit-log","Lawyer","open_page","false","false","static_contract_denies","route-level","deny","denied by default policy; DB runtime not executed","src/lib/admin-route-policy.ts; src/server/auth/policy-data.json; tests/server/admin-route-policy.test.ts","STATIC_PASS_RUNTIME_BLOCKED"
"/admin/audit-log","Secretary","open_page","false","false","static_contract_denies","route-level","deny","denied by default policy; DB runtime not executed","src/lib/admin-route-policy.ts; src/server/auth/policy-data.json; tests/server/admin-route-policy.test.ts","STATIC_PASS_RUNTIME_BLOCKED"
"/admin/audit-log","Office Admin","open_page","false","false","static_contract_denies","route-level","deny","denied by default policy; DB runtime not executed","src/lib/admin-route-policy.ts; src/server/auth/policy-data.json; tests/server/admin-route-policy.test.ts","STATIC_PASS_RUNTIME_BLOCKED"
"/admin/audit-log","Marketing Staff","open_page","false","false","static_contract_denies","route-level","deny","denied by default policy; DB runtime not executed","src/lib/admin-route-policy.ts; src/server/auth/policy-data.json; tests/server/admin-route-policy.test.ts","STATIC_PASS_RUNTIME_BLOCKED"
"/admin/audit-log","Super Admin","open_page","true","true","static_contract_allows","route-level","allow","allowed by default policy; DB runtime not executed","src/lib/admin-route-policy.ts; src/server/auth/policy-data.json; tests/server/admin-route-policy.test.ts","STATIC_PASS_RUNTIME_BLOCKED"
"/api/public/contact","Guest","create_contact","true","true","true","public","allow","validation/error path passed; DB success not executed","tests/e2e/mvp-smoke.spec.ts","PARTIAL_DB_BLOCKED"
"/api/public/consultations","Guest","create_consultation","true","true","true","public","allow","validation/error path passed; DB success not executed","tests/e2e/mvp-smoke.spec.ts","PARTIAL_DB_BLOCKED"
"/api/public/consultations/checkout","Guest","start_payment","true","true","config-dependent","created consultation/reference","allow when gateway enabled","static contract only; gateway not configured","src/server/payments/payment-service.ts","RUNTIME_BLOCKED"
"/client/cases","Client","read","true","true","true","own clientId only","allow own; deny other","scope verified in source/unit tests; DB runtime not executed","src/server/portal/client-portal-service.ts; tests/server/portal-access.test.ts","STATIC_PASS_RUNTIME_BLOCKED"
"/client/files","Client","download","true","true","true","own case or CLIENT_VISIBLE owner","allow scoped; deny other","scope verified in source/unit tests; storage runtime not executed","src/server/portal/client-portal-service.ts; src/server/storage/document-service.ts","STATIC_PASS_RUNTIME_BLOCKED"
"/api/files/upload","Client","upload","true","true","true","self/owned case","allow scoped; deny other","scope verified in source/unit tests; storage runtime not executed","src/app/api/files/upload/route.ts; tests/server/portal-access.test.ts","STATIC_PASS_RUNTIME_BLOCKED"
"/api/portal/profile","Client","update","true","true","true","self user/client only","allow self; deny other","scope verified in source/unit tests; DB runtime not executed","src/app/api/portal/profile/route.ts; src/server/portal/client-portal-service.ts","STATIC_PASS_RUNTIME_BLOCKED"
"/api/client/messages","Client","create_or_read","true","true","true","own conversation only","allow own; deny other","scope verified in source/unit tests; DB runtime not executed","src/server/conversations/conversation-service.ts; tests/server/conversation-service.test.ts","STATIC_PASS_RUNTIME_BLOCKED"
"/api/admin/cases/{caseId}","Lawyer","read","true","true","true","assigned lawyer only","allow assigned; deny unassigned","source/unit scope passed; DB runtime not executed","src/server/admin/case-operations-service.ts; tests/server/admin-cases.test.ts","STATIC_PASS_RUNTIME_BLOCKED"
"/api/admin/cases/{caseId}","Lawyer","update","true","true","true","assigned lawyer only","allow assigned; deny unassigned","source/unit scope passed; DB runtime not executed","src/server/admin/case-operations-service.ts; tests/server/admin-cases.test.ts","STATIC_PASS_RUNTIME_BLOCKED"
"/api/admin/cases","Lawyer","create","false","false","false","none","deny","denied by default policy; DB runtime not executed","src/server/auth/policy-data.json; src/app/api/admin/cases/route.ts","STATIC_PASS_RUNTIME_BLOCKED"
"/api/admin/tasks/{taskId}","Lawyer","update","true","true","true","actor or case assigned","allow assigned; deny unassigned","source/unit scope passed; DB runtime not executed","src/server/admin/task-document-service.ts; tests/server/admin-task-documents.test.ts","STATIC_PASS_RUNTIME_BLOCKED"
"/api/admin/calendar","Lawyer","create_session","true","true","true","assigned case only","allow assigned; deny unassigned","source/unit scope passed; DB runtime not executed","src/server/admin/case-operations-service.ts; tests/server/admin-dashboard.test.ts","STATIC_PASS_RUNTIME_BLOCKED"
"/api/admin/documents/{documentId}/delete","Lawyer","delete","false","true","false","none","deny","denied by document.manage.any requirement","src/server/admin/task-document-service.ts; src/server/auth/policy-data.json","STATIC_PASS_RUNTIME_BLOCKED"
"/api/admin/consultations/{consultationId}/review","Lawyer","review","true","true","true","assigned consultation only","allow assigned; deny unassigned","source/unit scope passed; DB runtime not executed","src/server/admin/consultation-review-service.ts; tests/server/admin-consultations.test.ts","STATIC_PASS_RUNTIME_BLOCKED"
"/api/admin/consultations/{consultationId}/assign","Lawyer","assign","false","true","false","none","deny","denied by consultation.review.any requirement","src/app/api/admin/consultations/[consultationId]/assign/route.ts; src/server/auth/policy-data.json","STATIC_PASS_RUNTIME_BLOCKED"
"/api/admin/cases","Secretary","create","true","true","true","office-wide","allow","default permission allows; DB runtime not executed","src/server/auth/policy-data.json; tests/server/admin-manual-cases.test.ts","STATIC_PASS_RUNTIME_BLOCKED"
"/api/admin/cases","Office Admin","create","true","true","true","office-wide","allow","default permission allows; DB runtime not executed","src/server/auth/policy-data.json; tests/server/admin-manual-cases.test.ts","STATIC_PASS_RUNTIME_BLOCKED"
"/api/admin/clients/{clientId}/archive","Secretary","archive","true","true","true","office-wide","allow","default permission allows; DB runtime not executed","src/server/admin/client-crm-service.ts; tests/server/admin-client-crm.test.ts","STATIC_PASS_RUNTIME_BLOCKED"
"/api/admin/clients/{clientId}/archive","Office Admin","archive","true","true","true","office-wide","allow","default permission allows; DB runtime not executed","src/server/admin/client-crm-service.ts; tests/server/admin-client-crm.test.ts","STATIC_PASS_RUNTIME_BLOCKED"
"/api/admin/finance/export","Secretary","export","true","true","true","office-wide","allow","default permission allows; DB runtime not executed","src/server/admin/finance-report-service.ts; tests/server/admin-finance-reports.test.ts","STATIC_PASS_RUNTIME_BLOCKED"
"/api/admin/finance/export","Office Admin","export","true","true","true","office-wide","allow","default permission allows; DB runtime not executed","src/server/admin/finance-report-service.ts; tests/server/admin-finance-reports.test.ts","STATIC_PASS_RUNTIME_BLOCKED"
"/api/admin/content/articles","Marketing Staff","create","true","true","true","content-wide","allow","default permission allows; DB runtime not executed","src/server/admin/content-social-service.ts; tests/server/admin-content-social.test.ts","STATIC_PASS_RUNTIME_BLOCKED"
"/api/admin/content/articles/{articleId}","Marketing Staff","approve_or_publish","false","true","false","none","deny without content.approve.any","default policy denies approval; DB runtime not executed","src/server/auth/policy-data.json; src/server/admin/content-social-service.ts","STATIC_PASS_RUNTIME_BLOCKED"
"/api/admin/content/social-drafts/{draftId}","Marketing Staff","approve","false","true","false","none","deny without socialDraft.approve.any","default policy denies approval; DB runtime not executed","src/server/auth/policy-data.json; src/server/admin/content-social-service.ts","STATIC_PASS_RUNTIME_BLOCKED"
"/api/admin/users","Super Admin","create","true","true","true","all users with final-admin guard","allow","source/unit governance tests passed; DB runtime not executed","src/server/admin/governance-service.ts; tests/server/admin-governance.test.ts","STATIC_PASS_RUNTIME_BLOCKED"
"/api/admin/roles/{roleId}/permissions","Super Admin","change_permissions","true","true","true","editable operational roles only","allow with optimistic concurrency","source/unit tests passed; DB runtime not executed","src/server/admin/role-permission-service.ts; tests/server/admin-role-permissions.test.ts","STATIC_PASS_RUNTIME_BLOCKED"
"/api/admin/roles/{roleId}/permissions","Office Admin","change_permissions","false","false","false","none","deny","exact Super Admin gate verified in source/unit tests","src/lib/admin-route-policy.ts; src/server/admin/role-permission-service.ts","STATIC_PASS_RUNTIME_BLOCKED"
"/api/admin/settings/{key}","Super Admin","update","true","true","true","mutable DB-owned settings only","allow except environment-owned keys","source/unit tests passed; DB runtime not executed","src/server/admin/governance-service.ts; tests/server/admin-governance.test.ts","STATIC_PASS_RUNTIME_BLOCKED"
"/api/admin/audit-log","Super Admin","read","true","true","true","office-wide safe projection","allow","source/unit tests passed; DB runtime not executed","src/server/audit/audit-service.ts; tests/server/admin-governance.test.ts","STATIC_PASS_RUNTIME_BLOCKED"
"/api/admin/users/{userId}/2fa/reset","Super Admin","reset_2fa","false","true","false","feature-disabled","deny with 503 FEATURE_DISABLED","static route returns FEATURE_DISABLED","src/app/api/admin/users/[userId]/2fa/reset/route.ts","INTENTIONALLY_DISABLED"
